"country","rating","name","count_of_rents","amount_made"
"Virgin Islands, U.S.","PG","Children","1","2.99"
"Dominican Republic","PG","Family","5","20.95"
"Runion","R","Travel","1","4.99"
"China","G","New","12","48.88"
"Ukraine","PG","Foreign","1","1.99"
"Mozambique","R","Classics","1","6.99"
"South Korea","R","Family","3","16.97"
"Taiwan","NC-17","Children","3","8.97"
"Azerbaijan","NC-17","Games","2","9.98"
"Liechtenstein","G","Action","1","5.99"
"Bangladesh","NC-17","Classics","1","2.99"
"Sudan","R","Comedy","1","6.99"
"Tanzania","NC-17","Travel","1","2.99"
"Brazil","NC-17","Horror","4","11.96"
"Myanmar","G","Comedy","1","4.99"
"Holy See (Vatican City State)","PG","Documentary","2","7.98"
"Austria","R","Horror","1","6.99"
"Peru","NC-17","Games","1","2.99"
"Mexico","PG","Action","3","9.97"
"Brazil","PG-13","Sci-Fi","7","23.93"
"Greenland","G","Family","1","2.99"
"Algeria","PG","Games","1","3.99"
"Ecuador","PG","Children","1","3.99"
"Azerbaijan","PG","Comedy","1","4.99"
"Taiwan","R","Drama","2","1.98"
"Bahrain","G","Thriller","1","2.99"
"Ecuador","NC-17","Documentary","1","0.99"
"Armenia","PG-13","Sports","1","6.99"
"Bulgaria","PG","Sports","1","8.99"
"Venezuela","G","Comedy","2","6.98"
"Brazil","G","Games","8","44.92"
"Ecuador","R","Comedy","2","11.98"
"Indonesia","PG-13","Classics","6","20.94"
"Vietnam","NC-17","Sports","3","13.97"
"Nauru","PG","Family","1","3.99"
"Myanmar","NC-17","New","2","1.98"
"Holy See (Vatican City State)","G","Comedy","1","4.99"
"Romania","NC-17","Games","2","5.98"
"Czech Republic","G","Children","1","2.99"
"Belarus","G","Comedy","1","2.99"
"Vietnam","PG","Comedy","3","18.97"
"Vietnam","PG-13","Travel","1","4.99"
"Holy See (Vatican City State)","PG","Foreign","1","6.99"
"South Africa","G","Family","2","7.98"
"Venezuela","R","Documentary","3","18.97"
"United Kingdom","R","Classics","3","14.97"
"New Zealand","G","Classics","2","5.98"
"Israel","G","Animation","2","6.98"
"Turkey","PG","Action","7","27.93"
"Mexico","G","Sci-Fi","9","33.91"
"India","PG","Animation","19","65.81"
"Anguilla","PG-13","Music","1","2.99"
"Thailand","PG","Sports","3","4.97"
"Canada","NC-17","Horror","1","0.99"
"Brunei","R","Children","1","0.99"
"Yugoslavia","PG-13","Sci-Fi","2","9.98"
"Gambia","PG-13","Travel","1","4.99"
"Ukraine","R","Travel","2","9.98"
"Russian Federation","NC-17","Games","11","37.89"
"Bangladesh","G","Travel","1","6.99"
"India","PG","Children","17","71.83"
"Bulgaria","PG-13","Animation","1","7.99"
"Nauru","R","Action","1","6.99"
"South Africa","PG-13","Animation","6","26.94"
"Dominican Republic","G","Games","2","5.98"
"Austria","PG","Children","1","2.99"
"Ukraine","G","New","1","2.99"
"United Kingdom","G","Horror","1","0.99"
"Vietnam","NC-17","Music","6","29.94"
"Taiwan","PG-13","Sci-Fi","4","20.96"
"Germany","NC-17","Children","3","4.97"
"Turkey","R","Children","2","7.98"
"Chile","PG","Sports","1","4.99"
"Malaysia","R","Action","1","6.99"
"Saudi Arabia","NC-17","Music","3","13.97"
"Greece","G","Comedy","1","6.99"
"Brazil","PG-13","Comedy","7","34.93"
"Zambia","PG-13","Animation","2","7.98"
"Argentina","PG-13","Documentary","2","5.98"
"South Africa","PG-13","Family","2","4.98"
"Yemen","G","New","1","5.99"
"Cameroon","NC-17","Travel","1","2.99"
"Iran","NC-17","Travel","2","9.98"
"United Kingdom","R","Comedy","4","17.96"
"Taiwan","PG","Comedy","5","18.95"
"Taiwan","R","Travel","2","8.98"
"Indonesia","NC-17","Documentary","5","21.95"
"Ecuador","NC-17","Sci-Fi","1","4.99"
"Ukraine","R","Sports","1","7.99"
"Brazil","NC-17","Travel","3","16.97"
"Chad","R","Games","2","12.98"
"Yemen","PG-13","Games","1","4.99"
"Vietnam","G","Games","2","3.98"
"Madagascar","NC-17","Horror","1","4.99"
"Runion","R","Action","2","17.98"
"Nigeria","R","Sports","3","10.97"
"Finland","PG","Comedy","1","3.99"
"Israel","PG-13","Family","3","7.97"
"Turkey","PG","Family","8","21.92"
"South Korea","PG","Foreign","1","2.99"
"China","R","Animation","10","42.90"
"Vietnam","G","Travel","1","4.99"
"United States","R","Documentary","18","72.82"
"Taiwan","PG-13","Animation","3","6.97"
"Egypt","NC-17","Classics","3","13.97"
"Peru","R","Sci-Fi","2","5.98"
"Cambodia","G","Children","1","4.99"
"Slovakia","PG","Sports","1","6.99"
"Paraguay","PG","Animation","3","9.97"
"Netherlands","PG","Animation","1","2.99"
"Italy","PG","Children","4","7.96"
"Brazil","G","Animation","12","58.88"
"Anguilla","PG-13","New","1","1.99"
"Latvia","R","Classics","1","1.99"
"New Zealand","NC-17","Children","1","0.99"
"Kuwait","NC-17","Classics","1","0.99"
"Gambia","G","New","1","4.99"
"Bahrain","R","Sci-Fi","3","10.97"
"Algeria","R","Comedy","2","9.98"
"Argentina","NC-17","Travel","2","7.98"
"Azerbaijan","R","Sports","2","7.98"
"Brunei","PG-13","Travel","1","4.99"
"China","PG-13","Animation","35","146.65"
"Bolivia","PG","Children","2","6.98"
"South Africa","PG-13","Travel","1","4.99"
"Faroe Islands","R","Family","1","2.99"
"Taiwan","NC-17","Sports","2","7.98"
"Lithuania","R","Travel","1","2.99"
"Greece","R","Horror","3","18.97"
"Israel","NC-17","Horror","1","5.99"
"Mexico","R","Documentary","11","54.89"
"Brazil","PG","Games","1","2.99"
"Yemen","PG-13","Travel","3","12.97"
"United Kingdom","NC-17","Documentary","4","22.96"
"Egypt","PG-13","Sci-Fi","6","28.94"
"Azerbaijan","PG-13","Family","1","1.99"
"Slovakia","G","New","1","5.99"
"Colombia","PG","Children","1","4.99"
"Dominican Republic","R","Action","1","4.99"
"Poland","NC-17","Sports","4","21.96"
"Virgin Islands, U.S.","PG-13","Animation","2","1.98"
"Israel","R","Classics","1","2.99"
"France","R","Music","1","1.99"
"Russian Federation","PG","Horror","9","29.91"
"Colombia","G","Games","2","5.98"
"Venezuela","R","Family","2","3.98"
"Philippines","R","Comedy","3","19.97"
"Italy","PG-13","Foreign","2","11.98"
"Mozambique","R","Travel","2","11.98"
"Taiwan","G","Games","3","21.97"
"Peru","NC-17","Sci-Fi","2","8.98"
"Venezuela","G","New","2","7.98"
"Kenya","G","Family","1","6.99"
"Germany","PG","Games","1","5.99"
"Iran","R","Action","4","13.96"
"Kazakstan","G","Sports","1","10.99"
"Yemen","NC-17","New","5","18.95"
"Canada","NC-17","Foreign","2","8.98"
"Malaysia","G","Family","2","5.98"
"India","PG-13","New","17","85.83"
"Ecuador","R","Children","1","6.99"
"Russian Federation","G","Documentary","6","13.94"
"Argentina","G","Sci-Fi","2","5.98"
"Myanmar","PG","Sports","1","4.99"
"Angola","PG","Sci-Fi","1","5.99"
"Russian Federation","NC-17","Sci-Fi","4","20.96"
"Bangladesh","NC-17","Sports","3","12.97"
"Ethiopia","G","Children","1","5.99"
"Lithuania","PG-13","Music","1","0.99"
"Moldova","NC-17","Children","3","8.97"
"Algeria","G","Documentary","1","4.99"
"South Korea","NC-17","Music","3","20.97"
"Kazakstan","NC-17","New","1","0.99"
"Runion","PG","Foreign","1","8.99"
"Switzerland","PG","Drama","1","1.99"
"Bolivia","PG-13","Sci-Fi","2","7.98"
"Iran","G","Family","1","2.99"
"Morocco","PG","Animation","1","2.99"
"Myanmar","PG-13","New","2","10.98"
"Spain","R","Comedy","1","6.99"
"Argentina","R","Horror","3","11.97"
"Sri Lanka","PG","Family","1","0.99"
"Dominican Republic","NC-17","Drama","2","12.98"
"Austria","PG-13","Documentary","1","6.99"
"Ecuador","PG","Comedy","1","2.99"
"Venezuela","G","Action","2","1.98"
"Poland","PG","Family","3","3.97"
"Argentina","R","Children","2","5.98"
"Moldova","PG","Children","1","2.99"
"South Korea","G","Action","1","0.99"
"Philippines","R","Children","7","21.93"
"French Polynesia","PG-13","Documentary","2","9.98"
"Italy","R","Family","4","11.96"
"Peru","R","Horror","2","12.98"
"Tanzania","PG","Classics","4","11.96"
"Dominican Republic","G","Animation","1","2.99"
"Bulgaria","PG-13","Travel","2","3.98"
"Oman","R","Games","1","0.99"
"Kazakstan","R","Sci-Fi","1","0.99"
"Moldova","R","Travel","1","2.99"
"Iran","R","Sports","1","4.99"
"Russian Federation","G","Children","4","17.96"
"Chile","PG-13","Family","1","2.99"
"Algeria","NC-17","Sci-Fi","2","9.98"
"Egypt","G","Games","1","2.99"
"Mexico","G","Drama","16","69.84"
"United States","PG","New","7","34.93"
"Brazil","PG-13","Animation","14","58.86"
"South Africa","G","Animation","9","27.91"
"North Korea","PG","Comedy","1","0.99"
"Mozambique","PG","Foreign","1","6.99"
"Philippines","NC-17","Action","5","18.95"
"China","G","Animation","16","59.84"
"Japan","PG","Music","4","14.96"
"Turkey","G","Horror","3","8.97"
"United States","PG","Music","11","45.89"
"Chile","PG-13","Travel","1","4.99"
"Kazakstan","NC-17","Drama","2","7.98"
"Madagascar","R","Comedy","1","5.99"
"Colombia","G","New","1","3.99"
"United Kingdom","PG-13","Classics","1","4.99"
"Germany","PG-13","Animation","4","15.96"
"Israel","G","Foreign","3","6.97"
"Gambia","R","Travel","1","2.99"
"Czech Republic","PG","Action","1","5.99"
"Senegal","NC-17","New","1","5.99"
"Estonia","R","Sports","1","0.99"
"Philippines","R","Action","11","51.89"
"Myanmar","G","Foreign","2","3.98"
"Switzerland","R","Documentary","1","2.99"
"China","G","Sports","8","45.92"
"Spain","PG-13","Action","1","3.99"
"Pakistan","G","Travel","1","4.99"
"Yemen","NC-17","Games","1","5.99"
"Ecuador","R","Action","2","3.98"
"Nepal","R","Comedy","1","8.99"
"Thailand","R","Family","1","3.99"
"Romania","PG-13","Comedy","1","5.99"
"Taiwan","G","Children","5","10.95"
"Poland","NC-17","Travel","3","10.97"
"Tuvalu","G","Games","1","0.99"
"Yugoslavia","R","Action","2","12.98"
"Brazil","NC-17","Sports","15","73.85"
"Poland","PG","Documentary","2","9.98"
"South Korea","R","Children","1","11.99"
"Israel","PG","Foreign","1","6.99"
"Puerto Rico","R","Action","2","5.98"
"Colombia","PG-13","Animation","4","20.96"
"Romania","PG-13","Travel","1","4.99"
"United Kingdom","NC-17","Games","6","28.94"
"American Samoa","PG-13","Action","1","4.99"
"Oman","NC-17","Foreign","1","4.99"
"French Guiana","R","Foreign","2","9.98"
"Italy","G","Horror","2","4.98"
"Saudi Arabia","PG-13","Foreign","1","4.99"
"Canada","PG-13","Comedy","1","6.99"
"Pakistan","NC-17","Family","2","7.98"
"Egypt","R","Drama","1","4.99"
"Germany","NC-17","Family","2","3.98"
"Armenia","PG","Sports","1","4.99"
"United Arab Emirates","R","Music","1","0.99"
"Mexico","G","Travel","7","36.93"
"Tuvalu","NC-17","Action","2","6.98"
"Yemen","PG","New","2","9.98"
"Russian Federation","NC-17","Family","13","49.87"
"Azerbaijan","PG","Games","2","11.98"
"Brazil","PG","Documentary","14","52.86"
"India","G","Foreign","10","27.90"
"Ukraine","PG-13","Drama","1","0.99"
"Sudan","PG","Children","1","5.99"
"Netherlands","R","Animation","4","9.96"
"Malaysia","NC-17","Foreign","2","12.98"
"Bolivia","PG-13","Drama","1","1.99"
"French Guiana","R","Animation","1","0.99"
"Bangladesh","R","Sci-Fi","1","4.99"
"Morocco","NC-17","Games","2","12.98"
"China","PG-13","New","26","113.74"
"Dominican Republic","NC-17","Family","1","4.99"
"Argentina","G","Action","6","26.94"
"Germany","PG","Comedy","2","5.98"
"Philippines","PG-13","Animation","11","44.89"
"Virgin Islands, U.S.","PG","Comedy","1","7.99"
"Pakistan","PG","Children","2","8.98"
"Romania","G","Horror","2","4.98"
"Bahrain","PG","Sci-Fi","1","7.99"
"Yemen","PG","Action","1","10.99"
"Iran","PG","Children","2","11.98"
"Oman","PG-13","Sports","1","5.99"
"Tonga","PG","Documentary","2","5.98"
"Turkey","PG","Travel","3","15.97"
"Philippines","R","Sports","5","15.95"
"Finland","PG-13","Action","1","7.99"
"France","PG","Family","4","8.96"
"Russian Federation","PG","Music","8","42.92"
"Azerbaijan","NC-17","Drama","1","4.99"
"Taiwan","PG","New","3","6.98"
"South Africa","NC-17","Comedy","2","7.98"
"Iran","R","Animation","1","1.99"
"South Africa","PG","New","2","13.98"
"Lithuania","G","Foreign","1","0.99"
"Algeria","PG-13","Family","1","3.99"
"Puerto Rico","PG","New","1","2.99"
"India","NC-17","Music","33","158.69"
"Morocco","PG","Family","1","6.99"
"Greenland","PG-13","Foreign","1","3.99"
"Bolivia","R","Sci-Fi","1","2.99"
"Kazakstan","R","Action","1","5.99"
"Indonesia","G","Action","3","12.97"
"Egypt","R","Horror","2","10.98"
"New Zealand","PG","Documentary","1","0.99"
"Chile","G","Foreign","1","3.99"
"Congo, The Democratic Republic of the","PG-13","Family","1","5.99"
"Paraguay","PG-13","Horror","2","10.98"
"Colombia","NC-17","Family","4","23.96"
"Greece","G","Drama","1","3.99"
"Slovakia","G","Games","1","2.99"
"Estonia","NC-17","Family","1","6.99"
"Turkey","PG","Games","1","8.99"
"Taiwan","PG-13","Action","3","8.97"
"French Polynesia","PG-13","Sports","1","2.99"
"Thailand","G","Documentary","3","12.97"
"South Korea","R","Games","3","8.97"
"Indonesia","G","Family","3","10.97"
"Japan","PG","Comedy","16","81.84"
"Ecuador","R","Drama","1","4.99"
"China","PG-13","Games","22","98.78"
"Austria","G","Drama","1","0.99"
"Virgin Islands, U.S.","NC-17","Classics","1","1.99"
"Indonesia","R","Drama","2","7.98"
"Venezuela","PG-13","Sci-Fi","2","12.98"
"Bangladesh","PG","Family","2","8.98"
"Indonesia","R","Foreign","3","6.97"
"Spain","PG","Sports","4","20.96"
"South Korea","PG","New","2","6.98"
"Saint Vincent and the Grenadines","R","Music","1","2.99"
"Japan","G","Documentary","6","29.94"
"Peru","PG-13","Action","1","0.99"
"Netherlands","G","Drama","2","10.98"
"Vietnam","R","Horror","2","6.98"
"Tuvalu","PG-13","Travel","1","2.99"
"French Guiana","NC-17","Animation","1","0.99"
"Japan","PG","Travel","10","45.90"
"Iran","PG","Action","3","2.97"
"Czech Republic","NC-17","Children","2","5.98"
"Bangladesh","NC-17","Music","3","8.97"
"French Polynesia","PG-13","Sci-Fi","1","4.99"
"Italy","PG-13","Games","4","11.96"
"Mexico","PG","Travel","13","40.87"
"Lithuania","R","Foreign","1","0.99"
"Nigeria","PG","Comedy","11","51.89"
"Philippines","NC-17","Horror","7","23.93"
"Kuwait","G","Games","1","0.99"
"Chile","NC-17","Documentary","1","10.99"
"Peru","NC-17","Horror","1","4.99"
"United States","R","Sports","10","42.90"
"Myanmar","PG-13","Comedy","2","6.98"
"Chad","PG","Comedy","1","3.99"
"Nigeria","NC-17","Family","4","18.96"
"Estonia","NC-17","Action","1","1.99"
"Philippines","PG","Classics","3","10.97"
"Germany","PG-13","Sports","1","2.99"
"Algeria","R","Family","1","8.99"
"Vietnam","G","Comedy","6","32.94"
"Brazil","PG-13","Documentary","7","23.93"
"Oman","PG-13","Documentary","1","4.99"
"Turkey","PG","Classics","1","2.99"
"Switzerland","PG","Classics","2","6.98"
"Tanzania","G","New","3","12.97"
"Romania","PG","Music","1","0.99"
"Turkey","G","Animation","6","28.94"
"Tonga","PG-13","Foreign","1","3.99"
"Sri Lanka","NC-17","Sports","1","4.99"
"Japan","G","Action","8","24.92"
"Spain","PG","Horror","1","9.99"
"Vietnam","PG-13","Children","3","14.97"
"Saudi Arabia","G","New","1","6.99"
"Malaysia","R","Games","2","14.98"
"Brunei","PG-13","Animation","1","0.99"
"United Kingdom","NC-17","Sci-Fi","5","12.95"
"Vietnam","R","Documentary","1","4.99"
"China","R","New","12","41.88"
"Puerto Rico","NC-17","Games","3","7.97"
"Ukraine","R","Classics","4","21.96"
"South Africa","PG","Animation","1","2.99"
"Dominican Republic","R","Documentary","4","14.96"
"Italy","G","Documentary","2","8.98"
"South Africa","PG","Comedy","5","20.95"
"Mexico","PG","Horror","9","43.91"
"Algeria","PG","New","1","3.99"
"Paraguay","R","Comedy","1","4.99"
"Egypt","NC-17","Action","2","5.98"
"Cambodia","R","Documentary","1","0.99"
"Yemen","PG","Family","1","4.99"
"Sudan","NC-17","Travel","1","2.99"
"Nigeria","G","Sci-Fi","5","12.95"
"South Africa","R","Family","2","9.98"
"Algeria","PG","Comedy","1","7.99"
"Italy","PG-13","Children","4","13.96"
"Sri Lanka","R","Animation","1","3.99"
"South Korea","PG-13","Classics","2","6.98"
"Latvia","NC-17","Games","2","8.98"
"India","PG","New","8","39.92"
"Vietnam","PG","Foreign","2","5.98"
"Greenland","G","Classics","1","5.99"
"Taiwan","PG","Games","2","9.98"
"Finland","R","Action","2","5.98"
"Austria","G","Classics","2","13.98"
"Netherlands","PG","Action","5","17.95"
"India","PG","Drama","8","38.92"
"Japan","PG-13","Children","12","39.88"
"Venezuela","G","Travel","2","6.98"
"India","PG-13","Sci-Fi","20","92.80"
"Iran","PG","Comedy","3","14.97"
"Italy","PG","Family","4","17.96"
"Faroe Islands","PG","Animation","2","5.98"
"Puerto Rico","PG","Horror","1","9.99"
"Algeria","PG-13","Comedy","1","4.99"
"Latvia","R","Comedy","1","4.99"
"Nigeria","PG","Family","3","18.97"
"Mexico","PG-13","Sports","16","73.84"
"Netherlands","NC-17","Horror","1","4.99"
"Thailand","R","Action","2","4.98"
"Brunei","NC-17","Sci-Fi","1","0.99"
"India","R","Action","28","132.72"
"Kazakstan","NC-17","Sports","1","1.99"
"Hungary","R","Family","2","2.98"
"Iran","R","Foreign","2","9.98"
"Puerto Rico","NC-17","Action","1","3.99"
"Poland","NC-17","Games","2","13.98"
"South Africa","PG","Music","2","7.98"
"United Arab Emirates","PG","Family","3","9.97"
"Liechtenstein","R","Family","1","0.99"
"Argentina","G","Travel","3","12.97"
"Italy","PG","Documentary","3","9.97"
"Chad","PG-13","Action","1","6.99"
"United States","G","Travel","7","37.93"
"Indonesia","R","Animation","2","6.98"
"Nigeria","G","Children","4","11.96"
"Myanmar","NC-17","Animation","1","0.99"
"French Polynesia","PG","Games","1","6.99"
"Argentina","NC-17","Sports","5","28.95"
"South Africa","G","Drama","1","9.99"
"Philippines","PG-13","Action","8","29.92"
"Cameroon","PG-13","Family","3","3.98"
"Russian Federation","NC-17","Children","3","13.97"
"Russian Federation","NC-17","Animation","10","32.90"
"Nigeria","PG-13","Games","4","7.96"
"Mozambique","PG","Children","1","0.99"
"Belarus","G","Children","1","7.99"
"Greece","PG-13","Animation","1","7.99"
"Paraguay","PG-13","Foreign","1","7.99"
"Bulgaria","PG-13","Classics","1","3.99"
"Morocco","NC-17","Foreign","2","14.98"
"Turkey","R","Travel","2","4.98"
"Iran","PG","Family","3","18.97"
"Azerbaijan","R","Sci-Fi","1","2.99"
"India","R","Sports","20","92.80"
"Brazil","PG","Drama","6","21.94"
"Kazakstan","NC-17","Family","1","10.99"
"Poland","NC-17","Action","3","2.97"
"Yemen","NC-17","Children","2","8.98"
"Runion","G","Sci-Fi","1","0.99"
"French Polynesia","NC-17","Animation","1","6.99"
"French Polynesia","G","Sci-Fi","1","7.99"
"Nepal","PG-13","Music","1","2.99"
"Oman","PG","Travel","1","4.99"
"French Polynesia","NC-17","Children","1","0.99"
"Saudi Arabia","NC-17","Travel","1","3.99"
"Brazil","R","Animation","7","20.94"
"Colombia","G","Action","3","4.97"
"Brazil","PG-13","Action","10","30.90"
"Israel","R","Sports","2","12.98"
"Peru","G","Children","2","7.98"
"Bulgaria","PG","Foreign","2","3.98"
"Ethiopia","G","Travel","1","2.99"
"Romania","R","Music","1","6.99"
"Germany","NC-17","Games","3","6.98"
"Vietnam","PG-13","New","3","13.97"
"Cameroon","R","Foreign","1","4.99"
"Thailand","PG-13","Drama","2","9.98"
"Egypt","PG-13","Sports","3","7.97"
"United States","R","Sci-Fi","12","52.88"
"South Korea","PG","Animation","4","23.96"
"United States","PG-13","Music","6","15.94"
"Sweden","PG","Games","1","6.99"
"Tuvalu","PG-13","Children","1","3.99"
"India","G","Sci-Fi","17","73.83"
"Iraq","R","Classics","1","0.99"
"Taiwan","R","Action","9","32.91"
"United Arab Emirates","PG-13","Comedy","1","1.99"
"Kazakstan","G","Documentary","1","9.99"
"Bangladesh","PG-13","Classics","2","5.98"
"Thailand","PG-13","Travel","1","2.99"
"Kazakstan","PG-13","Drama","3","10.97"
"South Africa","PG-13","New","4","17.96"
"Poland","NC-17","Sci-Fi","1","4.99"
"Japan","NC-17","Games","13","50.87"
"Algeria","G","Action","1","0.99"
"Virgin Islands, U.S.","PG-13","Classics","1","4.99"
"Nepal","R","Foreign","1","2.99"
"Ukraine","NC-17","Games","3","18.97"
"Tonga","PG-13","Sports","2","5.98"
"Germany","G","Action","6","24.94"
"Argentina","R","Foreign","2","11.98"
"Dominican Republic","G","Classics","2","6.98"
"Mexico","NC-17","Comedy","6","41.94"
"Pakistan","PG-13","Travel","1","3.99"
"Senegal","R","Games","1","7.99"
"Tanzania","G","Games","2","5.98"
"Mexico","PG","Comedy","6","27.94"
"Belarus","PG","Horror","1","7.99"
"Anguilla","R","Children","1","2.99"
"Cambodia","NC-17","Travel","1","4.99"
"French Guiana","G","Drama","1","3.99"
"France","PG-13","Drama","4","15.96"
"Brazil","G","Music","1","0.99"
"Madagascar","NC-17","New","2","13.98"
"United Kingdom","PG-13","Family","2","18.98"
"Cameroon","PG-13","Children","2","8.98"
"France","R","Sports","2","3.98"
"Egypt","G","Animation","2","8.98"
"Myanmar","PG","Travel","2","5.98"
"Ukraine","PG-13","Animation","2","5.98"
"Pakistan","PG-13","Comedy","1","2.99"
"Holy See (Vatican City State)","NC-17","Games","2","4.98"
"China","NC-17","Travel","11","50.89"
"Italy","NC-17","Drama","2","10.98"
"Madagascar","NC-17","Documentary","1","5.99"
"Saudi Arabia","NC-17","Children","1","8.99"
"Canada","NC-17","Children","1","1.99"
"Belarus","PG","Sci-Fi","1","0.99"
"Brazil","NC-17","Action","8","18.92"
"Saint Vincent and the Grenadines","PG-13","Children","1","0.99"
"Indonesia","G","Sports","3","8.97"
"Spain","NC-17","Family","1","6.99"
"Bolivia","R","Horror","1","4.99"
"Indonesia","R","Sports","3","12.97"
"Vietnam","PG-13","Family","2","6.98"
"Malaysia","R","Comedy","1","0.99"
"Egypt","PG-13","Travel","1","4.99"
"South Africa","R","Animation","2","4.98"
"Hong Kong","PG","Children","1","1.99"
"South Africa","PG","Games","4","22.96"
"Kuwait","R","Documentary","2","9.98"
"Nauru","G","Games","1","5.99"
"Romania","NC-17","Music","3","13.97"
"France","R","Foreign","1","0.99"
"Thailand","NC-17","Music","7","32.93"
"Ukraine","G","Games","2","12.98"
"China","PG-13","Documentary","9","41.91"
"Israel","NC-17","Sci-Fi","1","6.99"
"Liechtenstein","G","Games","1","0.99"
"Japan","R","Classics","10","32.90"
"Sri Lanka","R","Classics","2","11.98"
"Mozambique","G","Children","1","4.99"
"Colombia","PG-13","Music","1","0.99"
"Tanzania","PG","Documentary","1","2.99"
"Tanzania","PG-13","Foreign","1","4.99"
"Cambodia","G","Classics","1","2.99"
"Colombia","NC-17","Documentary","4","11.96"
"Cameroon","R","Horror","1","5.99"
"Taiwan","G","Horror","4","24.96"
"Venezuela","PG-13","Foreign","4","14.96"
"India","R","Games","17","93.83"
"Philippines","G","Music","1","0.99"
"Nigeria","NC-17","Children","4","9.96"
"South Africa","PG-13","Documentary","1","4.99"
"Thailand","R","Children","2","8.98"
"Armenia","G","Action","1","1.99"
"South Africa","R","Foreign","4","8.96"
"China","R","Drama","13","47.87"
"Congo, The Democratic Republic of the","NC-17","Classics","1","0.99"
"Egypt","NC-17","New","2","11.98"
"Hong Kong","PG","Foreign","1","0.99"
"Canada","PG-13","Music","1","5.99"
"China","G","Games","11","44.89"
"Japan","PG","Documentary","17","73.83"
"Argentina","PG","Foreign","3","8.97"
"South Korea","G","Documentary","1","4.99"
"Paraguay","PG-13","Family","1","4.99"
"Cambodia","R","Horror","1","4.99"
"Poland","PG-13","Games","1","2.99"
"Russian Federation","PG","Travel","10","45.90"
"Romania","NC-17","Animation","1","2.99"
"Pakistan","NC-17","Sci-Fi","2","7.98"
"Puerto Rico","NC-17","Drama","1","0.99"
"United Arab Emirates","R","Action","2","11.98"
"Romania","PG-13","Action","2","9.98"
"Nepal","PG","Sci-Fi","1","5.99"
"Pakistan","R","Travel","2","11.98"
"Holy See (Vatican City State)","PG","Action","1","1.99"
"Saint Vincent and the Grenadines","PG","Family","1","0.99"
"Gambia","R","Drama","2","3.98"
"Paraguay","PG-13","Sports","1","0.99"
"Liechtenstein","PG-13","Foreign","1","5.99"
"Malawi","PG-13","Family","1","4.99"
"Philippines","PG","Action","3","16.97"
"Bolivia","PG-13","Music","1","0.99"
"Kuwait","G","Drama","1","5.99"
"Morocco","PG-13","Travel","1","4.99"
"Turkey","PG-13","Comedy","5","19.95"
"Turkey","PG","Foreign","3","10.97"
"Moldova","PG-13","Classics","4","17.96"
"Iraq","PG","Sports","2","8.98"
"Runion","R","Horror","1","0.99"
"Turkey","NC-17","Action","4","10.96"
"Israel","NC-17","Children","1","0.99"
"Switzerland","R","Action","1","7.99"
"Virgin Islands, U.S.","NC-17","Music","1","4.99"
"Belarus","NC-17","Sports","1","2.99"
"Pakistan","R","Games","2","10.98"
"Philippines","R","Sci-Fi","9","40.91"
"Turkey","G","Sci-Fi","3","18.97"
"Nigeria","NC-17","Comedy","2","14.98"
"United Arab Emirates","PG","Music","1","3.99"
"Peru","PG","New","1","5.99"
"Poland","NC-17","Music","5","24.95"
"France","G","Classics","1","3.99"
"Spain","PG-13","Games","2","9.98"
"Canada","PG-13","Foreign","1","6.99"
"Turkmenistan","PG-13","Documentary","1","4.99"
"Angola","PG-13","Action","1","4.99"
"Mexico","PG-13","Drama","18","76.82"
"Senegal","PG-13","Sci-Fi","2","7.98"
"Slovakia","R","Sci-Fi","1","2.99"
"Tonga","G","Animation","1","5.99"
"South Africa","R","Classics","2","5.98"
"Poland","PG","Sci-Fi","4","8.96"
"United Kingdom","G","Action","4","19.96"
"Brazil","PG-13","New","12","53.88"
"Turkey","G","Foreign","8","38.92"
"Slovakia","R","Documentary","1","5.99"
"Malaysia","PG","Family","2","5.98"
"Thailand","PG-13","Foreign","2","9.98"
"Russian Federation","NC-17","Action","3","2.97"
"Spain","NC-17","Animation","1","2.99"
"Iran","G","Travel","2","5.98"
"Philippines","PG-13","Family","4","22.96"
"Tunisia","G","Horror","1","1.99"
"Dominican Republic","G","New","1","0.99"
"Chile","PG","Games","1","0.99"
"United Kingdom","R","Sci-Fi","5","17.95"
"Romania","PG-13","Children","1","2.99"
"Vietnam","PG","Games","2","13.98"
"Turkey","PG","Horror","2","6.98"
"Sweden","PG-13","Games","2","12.98"
"Oman","NC-17","Games","1","2.99"
"Bulgaria","NC-17","Sci-Fi","1","3.99"
"Taiwan","PG-13","Sports","4","16.96"
"Iran","PG-13","Drama","7","24.93"
"United Kingdom","NC-17","New","2","1.98"
"Dominican Republic","R","Horror","1","2.99"
"Latvia","NC-17","Animation","2","7.98"
"Belarus","PG-13","Classics","2","12.98"
"United Arab Emirates","G","Horror","1","3.99"
"Austria","NC-17","New","2","16.98"
"United States","G","New","9","39.91"
"Egypt","PG","New","3","11.97"
"Malaysia","R","Music","2","8.98"
"Philippines","PG","Comedy","11","42.89"
"Japan","R","Horror","13","44.87"
"Argentina","G","Comedy","1","5.99"
"North Korea","R","Foreign","2","3.98"
"Poland","R","Sports","3","11.97"
"Poland","NC-17","Children","3","7.97"
"Yemen","PG","Documentary","1","2.99"
"Japan","PG-13","Family","7","28.93"
"Bahrain","NC-17","Travel","1","0.99"
